TWT S.p.a. - Viale Jenner 33 - 20159 Milano,,,,,,
,,,,,,
COMUNICA IT SERVICES SA,,,,,Peak Hours,Off peak hours
Peru Mobile Movistar,519569,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519574,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519575,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519576,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519578,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519579,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519584,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519585,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519586,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519588,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519590,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519594,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519595,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519596,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519598,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519599,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519610,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519611,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519615,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519616,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519619,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519620,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519625,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519626,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519628,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519629,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519635,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519636,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519639,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519640,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519644,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519645,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519646,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519647,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519648,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519649,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519650,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519656,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519658,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519659,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519660,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519661,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519665,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519666,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519668,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519669,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519676,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519679,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519680,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519681,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519684,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519685,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519686,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519688,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519689,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519690,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519691,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519692,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519694,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519695,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519696,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519698,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519699,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519700,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519709,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519725,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519726,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519728,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519729,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519738,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519739,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519749,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519760,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519761,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519764,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519765,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519766,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519767,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519768,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519769,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519772,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519780,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519781,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519784,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519785,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519788,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519789,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519790,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519791,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519792,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519794,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519795,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519796,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519798,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519799,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519801,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519802,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519803,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519816,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519817,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519818,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519819,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519826,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519829,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519836,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519839,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519840,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519845,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519846,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519848,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519849,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519944,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519945,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519980,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519984,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519985,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519986,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519987,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519988,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519989,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5119944,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5119945,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5194378,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5194379,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5194800,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5194801,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5194802,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5194803,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5194804,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5194900,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5194901,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5194902,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5194903,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5194904,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5194905,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5194906,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5194978,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5194979,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5195352,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5195353,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5195354,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5195355,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5195356,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5195800,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5195801,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5195802,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5195803,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5195804,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5195890,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5195891,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5195892,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5195893,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5195894,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5195928,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5195929,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5196822,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5196823,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5196824,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5196825,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5196826,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5196827,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5196828,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5196829,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5196836,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5196837,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5196838,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5196839,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5197487,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5197488,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5197489,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5197825,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5197826,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5197827,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5197828,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5197829,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5198003,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5198004,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5198005,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5198006,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5198007,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5198008,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,5198009,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Nextel,511981,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,519460,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,519461,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,519462,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,519463,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,519464,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,519465,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,519472,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,519473,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,519810,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,519811,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,519812,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,519813,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,519814,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,519815,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,519940,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,519941,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,519942,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,519981,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,519983,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5119940,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5119941,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5119942,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5119981,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5119983,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5194410,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5194710,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5194712,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5194713,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5194714,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5194715,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5194716,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5194717,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5194718,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5194719,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5195010,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5195210,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5195310,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5195510,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5195710,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5196820,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5197210,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5197410,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5197820,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5198000,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5198001,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5198002,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5199822,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5199823,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5199824,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5199825,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5199826,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5199827,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5199828,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,5199829,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,51198000,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,51198001,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,51198002,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,51199822,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,51199823,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,51199824,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,51199825,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,51199826,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,51199827,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,51199828,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Nextel,51199829,0.029707,0.029707,19/01/2016,-,==
Peru Mobile Viettel,51930,0.020933,0.020933,19/01/2016,-,==
Peru Mobile Viettel,51931,0.020933,0.020933,19/01/2016,-,==
Peru Rural,5118,0.024102,0.024102,19/01/2016,-,==
Peru Rural,51180,0.024102,0.024102,19/01/2016,-,==
Peru Rural,51181,0.024102,0.024102,19/01/2016,-,==
Peru Rural,51182,0.024102,0.024102,19/01/2016,-,==
Peru Rural,51183,0.024102,0.024102,19/01/2016,-,==
Peru Rural,51418,0.024102,0.024102,19/01/2016,-,==
Peru Rural,51428,0.024102,0.024102,19/01/2016,-,==
Peru Rural,51438,0.024102,0.024102,19/01/2016,-,==
Peru Rural,51448,0.024102,0.024102,19/01/2016,-,==
Peru Rural,51518,0.024102,0.024102,19/01/2016,-,==
Peru Rural,51528,0.024102,0.024102,19/01/2016,-,==
Peru Rural,51538,0.024102,0.024102,19/01/2016,-,==
Peru Rural,51548,0.024102,0.024102,19/01/2016,-,==
Peru Rural,51568,0.024102,0.024102,19/01/2016,-,==
Peru Rural,51618,0.024102,0.024102,19/01/2016,-,==
Peru Rural,51628,0.024102,0.024102,19/01/2016,-,==
Peru Rural,51638,0.024102,0.024102,19/01/2016,-,==
Peru Rural,51648,0.024102,0.024102,19/01/2016,-,==
Peru Rural,51658,0.024102,0.024102,19/01/2016,-,==
Peru Rural,51668,0.024102,0.024102,19/01/2016,-,==
Peru Rural,51678,0.024102,0.024102,19/01/2016,-,==
Peru Rural,51728,0.024102,0.024102,19/01/2016,-,==
Peru Rural,51738,0.024102,0.024102,19/01/2016,-,==
Peru Rural,51748,0.024102,0.024102,19/01/2016,-,==
Peru Rural,51768,0.024102,0.024102,19/01/2016,-,==
Peru Rural,51828,0.024102,0.024102,19/01/2016,-,==
Peru Rural,51838,0.024102,0.024102,19/01/2016,-,==
Peru Rural,51848,0.024102,0.024102,19/01/2016,-,==
Peru Rural,514129,0.024102,0.024102,19/01/2016,-,==
Peru Rural,514163,0.024102,0.024102,19/01/2016,-,==
Peru Rural,514180,0.024102,0.024102,19/01/2016,-,==
Peru Rural,514181,0.024102,0.024102,19/01/2016,-,==
Peru Rural,514182,0.024102,0.024102,19/01/2016,-,==
Peru Rural,514183,0.024102,0.024102,19/01/2016,-,==
Peru Rural,514229,0.024102,0.024102,19/01/2016,-,==
Peru Rural,514263,0.024102,0.024102,19/01/2016,-,==
Peru Rural,514280,0.024102,0.024102,19/01/2016,-,==
Peru Rural,514281,0.024102,0.024102,19/01/2016,-,==
Peru Rural,514282,0.024102,0.024102,19/01/2016,-,==
Peru Rural,514283,0.024102,0.024102,19/01/2016,-,==
Peru Rural,514327,0.024102,0.024102,19/01/2016,-,==
Peru Rural,514362,0.024102,0.024102,19/01/2016,-,==
Peru Rural,514363,0.024102,0.024102,19/01/2016,-,==
Peru Rural,514380,0.024102,0.024102,19/01/2016,-,==
Peru Rural,514381,0.024102,0.024102,19/01/2016,-,==
Peru Rural,514382,0.024102,0.024102,19/01/2016,-,==
Peru Rural,514383,0.024102,0.024102,19/01/2016,-,==
Peru Rural,514439,0.024102,0.024102,19/01/2016,-,==
Peru Rural,514480,0.024102,0.024102,19/01/2016,-,==
Peru Rural,514481,0.024102,0.024102,19/01/2016,-,==
Peru Rural,514482,0.024102,0.024102,19/01/2016,-,==
Peru Rural,514483,0.024102,0.024102,19/01/2016,-,==
Peru Rural,515129,0.024102,0.024102,19/01/2016,-,==
Peru Rural,515162,0.024102,0.024102,19/01/2016,-,==
Peru Rural,515163,0.024102,0.024102,19/01/2016,-,==
Peru Rural,515180,0.024102,0.024102,19/01/2016,-,==
Peru Rural,515181,0.024102,0.024102,19/01/2016,-,==
Peru Rural,515182,0.024102,0.024102,19/01/2016,-,==
Peru Rural,515183,0.024102,0.024102,19/01/2016,-,==
Peru Rural,515229,0.024102,0.024102,19/01/2016,-,==
Peru Rural,515263,0.024102,0.024102,19/01/2016,-,==
Peru Rural,515280,0.024102,0.024102,19/01/2016,-,==
Peru Rural,515281,0.024102,0.024102,19/01/2016,-,==
Peru Rural,515282,0.024102,0.024102,19/01/2016,-,==
Peru Rural,515283,0.024102,0.024102,19/01/2016,-,==
Peru Rural,515329,0.024102,0.024102,19/01/2016,-,==
Peru Rural,515363,0.024102,0.024102,19/01/2016,-,==
Peru Rural,515380,0.024102,0.024102,19/01/2016,-,==
Peru Rural,515381,0.024102,0.024102,19/01/2016,-,==
Peru Rural,515382,0.024102,0.024102,19/01/2016,-,==
Peru Rural,515383,0.024102,0.024102,19/01/2016,-,==
Peru Rural,515437,0.024102,0.024102,19/01/2016,-,==
Peru Rural,515480,0.024102,0.024102,19/01/2016,-,==
Peru Rural,515481,0.024102,0.024102,19/01/2016,-,==
Peru Rural,515482,0.024102,0.024102,19/01/2016,-,==
Peru Rural,515483,0.024102,0.024102,19/01/2016,-,==
Peru Rural,515629,0.024102,0.024102,19/01/2016,-,==
Peru Rural,515662,0.024102,0.024102,19/01/2016,-,==
Peru Rural,515663,0.024102,0.024102,19/01/2016,-,==
Peru Rural,515680,0.024102,0.024102,19/01/2016,-,==
Peru Rural,515681,0.024102,0.024102,19/01/2016,-,==
Peru Rural,515682,0.024102,0.024102,19/01/2016,-,==
Peru Rural,515683,0.024102,0.024102,19/01/2016,-,==
Peru Rural,516129,0.024102,0.024102,19/01/2016,-,==
Peru Rural,516163,0.024102,0.024102,19/01/2016,-,==
Peru Rural,516180,0.024102,0.024102,19/01/2016,-,==
Peru Rural,516181,0.024102,0.024102,19/01/2016,-,==
Peru Rural,516182,0.024102,0.024102,19/01/2016,-,==
Peru Rural,516183,0.024102,0.024102,19/01/2016,-,==
Peru Rural,516229,0.024102,0.024102,19/01/2016,-,==
Peru Rural,516263,0.024102,0.024102,19/01/2016,-,==
Peru Rural,516280,0.024102,0.024102,19/01/2016,-,==
Peru Rural,516281,0.024102,0.024102,19/01/2016,-,==
Peru Rural,516282,0.024102,0.024102,19/01/2016,-,==
Peru Rural,516283,0.024102,0.024102,19/01/2016,-,==
Peru Rural,516329,0.024102,0.024102,19/01/2016,-,==
Peru Rural,516363,0.024102,0.024102,19/01/2016,-,==
Peru Rural,516380,0.024102,0.024102,19/01/2016,-,==
Peru Rural,516381,0.024102,0.024102,19/01/2016,-,==
Peru Rural,516382,0.024102,0.024102,19/01/2016,-,==
Peru Rural,516383,0.024102,0.024102,19/01/2016,-,==
Peru Rural,516429,0.024102,0.024102,19/01/2016,-,==
Peru Rural,516462,0.024102,0.024102,19/01/2016,-,==
Peru Rural,516463,0.024102,0.024102,19/01/2016,-,==
